report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
31012019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,02012019,5,what a bargain,got this on offer for 6 clothes come out very soft and smelling great and it should last a long time too its 100 genuine as well,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1u4i3k4z523p7refcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,f15f82ad1d6685866008585425df6bef
31012019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,01012019,5,lovely scent,great buy smells gorgeous,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3q94h50omkz6orefcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,ba4ef67c72d887c667050a86110e2d19
31012019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,02012019,5,great,for 6 this is an amazing buy lasted me months smelt amazing and my neighbour even asked me to buy her one,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrbplls0d4x5jkrefcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,8388d89b919e1a6882c83baf08fe4bca
31012019,amazon,80007e12,b00oq85yhg,dove,personal care,skin cleansing,dove original beauty cream bar 4 x 100g,02012019,5,texture,texture likedused for bathshower,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2b8z0n5b54f9lrefcmcrarpdrvwttlieutf8asinb00oq85yhg,organic,parent,,skin cleansing,bar soap,bar soap,na,na,na,nonretailer core of the core,core of the core,true,1,bd1d3f694f647bab03ecb0b88746d7f3
31012019,amazon,871091e12,b073qs4w7g,comfort,homecare,laundry,comfort ultra concentrated pure fabric conditioner 38 wash 570ml,14012019,5,super buy,shared with family,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrr005lzie3s9trefcmcrarpdrvwttlieutf8asinb073qs4w7g,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,36bc306c8acd8337e2cbbde8433eb69b
31012019,amazon,871091e12,b073qs4w7g,comfort,homecare,laundry,comfort ultra concentrated pure fabric conditioner 38 wash 570ml,06012019,5,we love the smell,we love it and even better when its on a deal,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2ivek0e396xucrefcmcrarpdrvwttlieutf8asinb073qs4w7g,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,3a76db97db47b1f9bf414e7888b63b1c
31012019,amazon,871091e12,b073qs4w7g,comfort,homecare,laundry,comfort ultra concentrated pure fabric conditioner 38 wash 570ml,04012019,5,good seller,great product,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrf6fyzeqcip1urefcmcrarpdrvwttlieutf8asinb073qs4w7g,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,60602beda414a5b3249b45c06a451684
31012019,amazon,871256e12,b00p7phtbg,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01012019,4,not as advertised,bought items to give as gifts it was advertised as dove moisturising deeply nourishing body wash but i received dove idratante bagnodoccia di belleza a language i cannot read even has a less distinct fragrance,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr17yu58zr0d6vmrefcmcrarpdrvwttlieutf8asinb00p7phtbg,organic,parent,,skin cleansing,shower general,shower general,na,na,na,nonretailer core of the core,core of the core,true,0,211bc0d94d5d1743ed32e298f00266d4
31012019,amazon,871811e12,b00p7pe82o,dove mencare,personal care,deodorants fragrances,dove mencare extra fresh antiperspirant deodorant aerosol 250ml,02012019,5,christmas smellies,good pleasant smelling deoderant boys will love it at christmas,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr23bbt87gt4wu5refcmcrarpdrvwttlieutf8asinb00p7pe82o,organic,parent,,deodorants fragrances,male antiperspirant deodorant,male antiperspirant deodorant,na,na,na,retailer core of the core,core of the core,true,0,aa7a7f31a4ba0f86cfc2e88680454b2e
31012019,amazon,87116e12,b00p7plaq6,dove mencare,personal care,deodorants fragrances,dove mencare invisible dry aerosol antiperspirant deodorant 250ml,02012019,4,good price good product,good price and nice smell not overpowering doesnt leave white powdery mess like some anti perspirents do happy,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2q00aouy0gtawrefcmcrarpdrvwttlieutf8asinb00p7plaq6,organic,parent,,deodorants fragrances,male antiperspirant deodorant,male antiperspirant deodorant,na,na,na,retailer core of the core,core of the core,true,0,8239ca5ae4a7ba4e33f056639a8cebac
31012019,amazon,501225e12,b00p7rgswk,tresemm,personal care,hair care,tresemme cleanse replenish shampoo 900ml,01012019,5,great,a great deal on treseme shampoo giving a long lasting supply so you dont need to keep buying more and very good price,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr69hba1v58xk2refcmcrarpdrvwttlieutf8asinb00p7rgswk,organic,parent,,hair care,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,6678a7f52be2f5ad98ab36c289b9c66a
31012019,amazon,501225e12,b00oq85n8q,tresemm,personal care,hair care,tresemme moisture rich shampoo 900ml,02012019,4,good shampoo,delivered quickly and decent shampoo only 4 star as one bottle was leaking when delivered,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3gyx7n2x7bsc3refcmcrarpdrvwttlieutf8asinb00oq85n8q,organic,parent,,hair care,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,739ca043402af78fb33a0d64d4fcf980
31012019,amazon,501145e12,b00otrifpc,simple,personal care,skin care,simple kind to skin exfoliating facial wipes 25 wipes,01012019,5,good buy,good wipes good buy,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr179fpsc07qm2rrefcmcrarpdrvwttlieutf8asinb00otrifpc,organic,parent,,skin care,wipes,wipes,na,na,na,retailer core of the core,core of the core,true,0,1b2b16ef8cc605d996e86feabc6613b8
31012019,amazon,500018e12,b003uu59qw,marmite,foods,other foods,marmite spread yeast extract 500g,02012019,5,great for a marmite lover,three gigantic marmite jars that will last probably a whole life what else would you possibly wish for order came in time when mentioned safely packed very happy with it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1k8cmkrj8n9lcrefcmcrarpdrvwttlieutf8asinb003uu59qw,organic,parent,,other foods,yeast extract,yeast extract,na,na,na,retailer core of the core,core of the core,true,0,eeb67fd02128225d12f52edd4fe1b858
31012019,amazon,871256e12,b00ta3l6ug,lynx,personal care,skin cleansing,lynx black shower gel 400ml,02012019,5,a great product,a great buy,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrblls3b7b54qfrefcmcrarpdrvwttlieutf8asinb00ta3l6ug,organic,child,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,true,0,c2ac9c0270c794a78734d28382849847
31012019,amazon,871256e12,b0731c28t7,comfort,homecare,laundry,comfort creations cherryblossom sweetpea fabric conditioner 33 wash 116l,01012019,5,smells great misses well happy,nice fragrance and it seems to last on the clothes,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr17amq3djsjrpgrefcmcrarpdrvwttlieutf8asinb0731c28t7,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,7e52e28d017c0414ea4dce6037a03d4c
31012019,amazon,871256e12,b073qrr4sc,comfort,homecare,laundry,comfort strawberry lily fabric conditioner 33 wash,01012019,5,smells great misses well happy,nice fragrance and it seems to last on the clothes,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr17amq3djsjrpgrefcmcrarpdrvwttlieutf8asinb073qrr4sc,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,c0563115f5d4b7246a9df74b14d13696
31012019,amazon,871256e12,b073qsdf1s,comfort,homecare,laundry,comfort honeysuckle sandalwood fabric conditioner 33 wash,01012019,5,smells great misses well happy,nice fragrance and it seems to last on the clothes,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr17amq3djsjrpgrefcmcrarpdrvwttlieutf8asinb073qsdf1s,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,6eae42e2b91cdc6f24cd4a27d9b8f2fe
31012019,amazon,871811e12,b00p7pe82o,dove mencare,personal care,deodorants fragrances,dove mencare extra fresh antiperspirant deodorant aerosol 250ml,01012019,5,dove mens deodorant,as you get older you know what you like and what is suitable for your body i like all dove products gives you that fresh all over wide awake feeling and no dandruff or flakey skin no smelly apits,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrevtavyk1sjmzrefcmcrarpdrvwttlieutf8asinb00p7pe82o,organic,parent,,deodorants fragrances,male antiperspirant deodorant,male antiperspirant deodorant,na,na,na,retailer core of the core,core of the core,true,0,15b858d73f25094a7ddfa6c6bce69eec
31012019,amazon,500018e12,b003uu59qw,marmite,foods,other foods,marmite spread yeast extract 500g,02012019,4,vitamin b12,excellent,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrdkajkufqrzzrefcmcrarpdrvwttlieutf8asinb003uu59qw,organic,parent,,other foods,yeast extract,yeast extract,na,na,na,retailer core of the core,core of the core,true,0,9c0e85c790a3e0c1ec74ec7fa4d1cd68
02022019,superdrug,871091e12,722135,tresemm,personal care,hair care,tresemme keratin smooth heat protection spray 200ml,03012019,5,leaves coloured hair shiny,ive been using tresemme products for years previously the regular heat protection but after being recommended this one for colour treated hair gave it a go and ive not looked back leaves my hair with a lovely shine ive got dyed red hair so it can be hard to keep looking healthy seems to do a good job with heat protection too i only dry my hair no straighteners or tongs but seems to keep the damage away,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,hair care,heat activated protection treatment,heat activated protection treatment,na,na,na,retailer core of the core,core of the core,false,0,79e418adad92806f98e71306d4dcd48a
02022019,amazonprimepantry,501225e12,b014dfdaou,tresemm,personal care,hair care,tresemme heat defence spray 300ml,03012019,5,great value,so much cheaper than in boots great value,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1mrpfwrt2rl2lrefcmcrarpdrvwttlieutf8asinb014dfdaou,organic,child,,hair care,styling spray,styling spray,na,na,na,nonretailer core of the core,core of the core,true,0,9513d8ec13ad93d968a4ca0bcfee94ee
02022019,ocado,871091e12,279100011,domestos,homecare,household care,domestos power 5 lime toilet rim block 1pc,03012019,2,nope,i like the blue version but this is such an overpowering awful smell it had to be binned,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,household care,rim block,rim block,na,na,na,nonretailer core of the core,core of the core,false,0,62f9d577f0ad1aa4955d57d06a9cfe18
02022019,amazon,871045e12,b07cz66mj2,persil,homecare,laundry,persil powercaps bio washing capsules 50 wash 1350g,03012019,5,great cleaning great value pack of 3,i like these i use only one in the regular wash and everything comes clean ill use two if i load a 9kg wash or if i have a lot of white washing just to give an extra boost as the machine uses more water on these cycles its good value for money buying in a pack of three so these are a regular purchase for me,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3va5qevq5im5grefcmcrarpdrvwttlieutf8asinb07cz66mj2,organic,child,,laundry,bio washing capsules,bio washing capsules,na,na,na,nonretailer core of the core,core of the core,true,1,7e18032f1382705ff640d7d7f256f86e
02022019,amazon,871045e12,b077yk7glf,comfort,homecare,laundry,comfort sunshiny days fabric conditioner 166 wash 5l,03012019,5,comfort softener,excellent value and you dont hav to carry it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3qov6s5tse2xprefcmcrarpdrvwttlieutf8asinb077yk7glf,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,3699f004c7796bfdd393c68e33e200f1
02022019,amazon,871045e12,b077yk7glf,comfort,homecare,laundry,comfort sunshiny days fabric conditioner 166 wash 5l,03012019,5,price,washing,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2jgtfeu6wgeubrefcmcrarpdrvwttlieutf8asinb077yk7glf,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,68ca03a14bc620d3ee78f8f6e2838152
02022019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,03012019,5,comfort softener,excellent value and you dont hav to carry it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3qov6s5tse2xprefcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,5f2c108008d683b1626054f6f714962a
02022019,amazon,871045e12,b07czgktyb,persil,homecare,laundry,persil powercaps non bio washing capsules 50 wash 1350g,03012019,5,great cleaning great value pack of 3,i like these i use only one in the regular wash and everything comes clean ill use two if i load a 9kg wash or if i have a lot of white washing just to give an extra boost as the machine uses more water on these cycles its good value for money buying in a pack of three so these are a regular purchase for me,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3va5qevq5im5grefcmcrarpdrvwttlieutf8asinb07czgktyb,organic,child,,laundry,non bio washing capsules,non bio washing capsules,na,na,na,retailer core of the core,core of the core,true,1,b6f5ff14bc36a310671db5c1b8752549
02022019,amazon,871045e12,b07ccnvlxy,persil,homecare,laundry,persil powercaps colour washing capsules 38 wash 1026g,03012019,5,great cleaning great value pack of 3,i like these i use only one in the regular wash and everything comes clean ill use two if i load a 9kg wash or if i have a lot of white washing just to give an extra boost as the machine uses more water on these cycles its good value for money buying in a pack of three so these are a regular purchase for me,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3va5qevq5im5grefcmcrarpdrvwttlieutf8asinb07ccnvlxy,organic,child,,laundry,colour washing capsules,colour washing capsules,na,na,na,retailer core of the core,core of the core,true,1,6bd02d94e90370434d054ae50dbf09e1
02022019,amazon,871045e12,b07bnmh6s8,persil,homecare,laundry,persil powercaps bio washing capsules 38 wash 1026g,03012019,5,great cleaning great value pack of 3,i like these i use only one in the regular wash and everything comes clean ill use two if i load a 9kg wash or if i have a lot of white washing just to give an extra boost as the machine uses more water on these cycles its good value for money buying in a pack of three so these are a regular purchase for me,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3va5qevq5im5grefcmcrarpdrvwttlieutf8asinb07bnmh6s8,organic,parent,,laundry,bio washing capsules,bio washing capsules,na,na,na,retailer core of the core,core of the core,true,1,3cbf18fb1759a7b7e617e2b1745233fb
